TargetWord	LemmaWord	lsj (Liddell, Scott, Jones)
ἐπεσσόμενοι	ἔπειμι1	sum
ἐπεσσόμενοι	ἐπιέννυμι	put on besides or over
ἐπεστεώς	ἐφίστημι	set, place upon
ἐπεσφέρω	ἐπεισφέρω	bring in besides or next
ἐπευκλεΐζω	ἐπευκλείζω	glorify, make illustrious
ἐπευρίσκω	ἐφευρίσκω	find or discover, find anywhere
ἐπεύαδε	ἐφανδάνω	please, be grateful to
ἐπεῖναι	ἔπειμι1	sum
ἐπεῖναι	ἐφίημι	send to
ἐπηλυγίζομαι	ἐπηλυγάζω	overshadow, cover
ἐπηλυσίη	ἐπηλυσία	coming over one
ἐπηρεαστικῶς	ἐπηρεαστικός	insolent
ἐπηρμένως	ἐπαίρω	lift up and set on
ἐπηρόμην	ἐπαίρω	lift up and set on
ἐπιΐεμαι	ἐφίημι	send to
ἐπιΐζομαι	ἐφίζω	set upon
ἐπιάλμενος	ἐφάλλομαι	spring upon
ἐπιέλπομαι	ἐπέλπομαι	have hopes of, hope
ἐπιέπομαι	ἐφέπω	ply, wield
ἐπιέσσαμεν	ἐφίζω	set upon
ἐπιήνδανε	ἐφανδάνω	please, be grateful to
ἐπιανδάνω	ἐφανδάνω	please, be grateful to
ἐπιγεΐζω	ἐπιγείζω	live on earth
ἐπιγεννηματικῶς	ἐπιγεννηματικός	of the nature of an
ἐπιδέομαι	ἐπιδέω	bind, fasten on
ἐπιδέομαι	ἐπιδέω1	bind, fasten on
ἐπιδήλως	ἐπίδηλος	seen clearly, manifest
ἐπιδήλως	ἐπιδηλόω	indicate
ἐπιδεικνύω	ἐπιδείκνυμι	exhibit as a specimen
ἐπιδεκτικῶς	ἐπιδεκτικός	capable of containing
ἐπιδεξίως	ἐπιδέξιος	towards the right
ἐπιδεύην	ἐπιδέω2	want or lack of
ἐπιδεύην	ἐπιδεύω	moisten
ἐπιδεῶς	ἐπιδεής	in need of
ἐπιδιαλλάττω	ἐπιδιαλλάσσω	bring to reconciliation
ἐπιδιαρρήγνυμι	ἐπιδιαρρήγνυμαι	burst at or because
ἐπιδιαφέρω	ἐπιδιαφέρομαι	go
ἐπιδινεύω	ἐπιδινέω	whirl for
ἐπιδιπλοΐζω	ἐπιδιπλοίζω	redouble
ἐπιδόξως	ἐπίδοξος	likely
ἐπιδύνω	ἐπιδύω	set upon or so as to
ἐπιεικέως	ἐπιεικής	fitting, meet, suitable
ἐπιεικοσθέϐδομος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιεικοστοτέταρτος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιεικοστόμονος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιεικοστότριτος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιεικῶς	ἐπιεικής	fitting, meet, suitable
ἐπιειμένος	ἐφέζομαι	sit upon
ἐπιειμένος	ἐφίημι	send to
ἐπιειμένος	ἐπιέννυμι	put on besides or over
ἐπιεκατοστοεικοστόγδοος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιενδέκατος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιεννεακαιδέκατος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιζαφελῶς	ἐπιζάφελος	vehement, violent
ἐπιζευγνύω	ἐπιζεύγνυμι	join at top
ἐπιζημίως	ἐπιζημιόω	mulct
ἐπιζώω	ἐπιζάω	survive
ἐπιθέτως	ἐπίθετος	additional
ἐπιθαλάττιος	ἐπιθαλάσσιος	lying or dwelling on the coast
ἐπιθανατίως	ἐπιθανάτιος	condemned to death
ἐπιθαρρύνω	ἐπιθαρσύνω	cheer on, encour age
ἐπιθετικῶς	ἐπιθετικός	ready to attack
ἐπιθρέξας	ἐπιτρέχω	—run upon or at
ἐπιθυμητικῶς	ἐπιθυμητικός	desiring, coveting
ἐπιθωΰσσω	ἐπιθωύσσω	shout or call out, give loud commands
ἐπικάτημαι	ἐπικάθημαι	sit
ἐπικάω	ἐπικαίω	light up or kindle on
ἐπικήρως	ἐπικηρόω	wax over, rub with wax
ἐπικαιρίως	ἐπικαίριος	conveniently
ἐπικαρσίως	ἐπικάρσιος	cross-wise, at an angle
ἐπικατασφάττω	ἐπικατασφάζω	slay upon or over
ἐπικεκαλυμμένως	ἐπικαλύπτω	cover over, cover up, shroud
ἐπικλέω	ἐπικλάω	bend
ἐπικληΐω	ἐπικλείω1	shut to, close
ἐπικλινῶς	ἐπικλινής	sloping
ἐπικνέομαι	ἐφικνέομαι	reach at, aim at
ἐπικνέομαι	ἐπικνάω	scrape or grate over
ἐπικνῆν	ἐπικνάω	scrape or grate over
ἐπικοίνως	ἐπίκοινος	common to many, promiscuous
ἐπικοίνως	ἐπικοινόω	communicate
ἐπικρέμαμαι	ἐπικρεμάννυμι	hang over
ἐπικρήηνον	ἐπικραίνω	—bring to pass, accomplish
ἐπικρήνειε	ἐπικραίνω	—bring to pass, accomplish
ἐπικραιαίνω	ἐπικραίνω	—bring to pass, accomplish
ἐπικρατέως	ἐπικρατής	master
ἐπικρῆσαι	ἐπικεράννυμι	mix in addition
ἐπικτερεΐζω	ἐπικτερείζω	perform funeral rites over
ἐπικυΐσκομαι	ἐπικυίσκομαι	become doubly pregnant
ἐπικυδεστέρως	ἐπικυδής	glorious, distinguished
ἐπικότως	ἐπίκοτος	wrathful, vengeful
ἐπιλήθης	πιλέω	compress wool, make it into felt
ἐπιλήπτως	ἐπίληπτος	caught or detected in
ἐπιληΐς	ἐπιληίς	obtained as booty or plunder, gained in war
ἐπιληπτικῶς	ἐπιληπτικός	subject to epilepsy, epileptic
ἐπιλιμνάζω	ἐπιλιμνάζομαι	to be overflowed
ἐπιλιχνεύομαι	ἐπιλιχνεύω	desire eagerly
ἐπιλογικῶς	ἐπιλογικός	of, belonging to the epilogue or peroration
ἐπιλογιστικῶς	ἐπιλογιστικός	able to calculate or take into account
ἐπιμάσσομαι	ἐπιμαίομαι	strive after, seek to obtain, aim at
ἐπιμέλομαι	ἐπιμελέομαι	take
ἐπιμέμπτως	ἐπίμεμπτος	blaming
ἐπιμανῶς	ἐπιμανής	mad after
ἐπιμασσάμενος	ἐπιμαίομαι	strive after, seek to obtain, aim at
ἐπιμελέως	ἐπιμελής	careful or anxious about
ἐπιμελῶς	ἐπιμελής	careful or anxious about
ἐπιμορίως	ἐπιμόριος	containing a whole + a fraction
ἐπιμορφόω	ἐπιμορφάζω	pretend
ἐπιμόχθως	ἐπίμοχθος	toilsome
ἐπιμύθιον	ἐπιμύθιος	coming after the fable
ἐπινήϊος	ἐπινήιος	on board ship
ἐπινόσως	ἐπίνοσος	subject to sickness, unhealthy
ἐπιξεινόομαι	ἐπιξενόομαι	to be entertained as
ἐπιοκτωκαιδέκατος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιπέδως	ἐπίπεδος	on the ground, on the ground-floor
ἐπιπεντεκαιδέκατος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιπετάομαι	ἐπιπετάννυμι	spread over
ἐπιπλάστως	ἐπίπλαστος	plastered over
ἐπιπλείω	ἐπιπλέω	sail upon or over
ἐπιπληκτικῶς	ἐπιπληκτικός	given to rebuking
ἐπιπλόμενος	ἐπιπέλομαι	come to or upon
ἐπιπλώω	ἐπιπλέω	sail upon or over
ἐπιπνείω	ἐπιπνέω	breathe upon, blow freshly upon
ἐπιποθία	ἐπιπόθησις	longing after
ἐπιπορπέομαι	ἐπιπορπάομαι	buckle on oneself, buckle on
ἐπιπρηΰνω	ἐπιπρηύνω	soothe
ἐπιπροέμεν	ἐπιπροίημι	send forth
ἐπιπόνως	ἐπίπονος	painful
ἐπιπόρπαμα	ἐπιπόρπημα	garment buckled over the shoulders
ἐπιρρεπῶς	ἐπιρρεπής	inclining the balance
ἐπιρρηματικῶς	ἐπιρρηματικός	adverbial
ἐπισέληνα	ἐπισέληνος	moon-shaped
ἐπισήμως	ἐπίσημος	serving to distinguish
ἐπισκήνιον	ἐπισκήνιος	stagy, theatrical
ἐπισκεπτικῶς	ἐπισκεπτικός	fit for examining
ἐπισκοπικῶς	ἐπισκοπικός	episcopal
ἐπισμυγερῶς	ἐπισμυγερός	gloomy, sad
ἐπισπαστικῶς	ἐπισπαστικός	drawing to oneself, drawing in
ἐπισπερχῶς	ἐπισπερχής	hasty, hurried
ἐπισσείω	ἐπισείω	shake at or against
ἐπισσεύω	ἐπισεύω	put in motion
ἐπιστέαται	ἐφίστημι	set, place upon
ἐπιστέαται	ἐπίσταμαι	know
ἐπισταμένως	ἐφίστημι	set, place upon
ἐπισταμένως	ἐπίσταμαι	know
ἐπισταμένως	ἐπιστάζω	let fall in drops upon or into, instil
ἐπιστατικῶς	ἐπιστατικός	of or for government
ἐπιστηλόω	ἐπιστηλόομαι	to be set up as a column upon
ἐπιστημονικῶς	ἐπιστημονικός	capable of knowledge
ἐπιστημόνως	ἐπιστήμων	knowing, wise, prudent
ἐπιστρατηΐη	ἐπιστρατεία	march or expedition
ἐπιστρεφέως	ἐπιστρεφής	turning one's eyes or mind
ἐπιστρόφως	ἐπίστροφος	having dealings with, conversant
ἐπισυνθετικῶς	ἐπισυνθετικός	combining :
ἐπισφάττω	ἐπισφάζω	slaughter over or upon
ἐπισφαλῶς	ἐπισφαλής	prone to fall, unstable, precarious
ἐπισχεσίη	ἐπισχεσία	thing held out, pretext
ἐπιτάμνω	ἐπιτέμνω	cut upon the surface, make an incision into, gash
ἐπιτέρπω	ἐπιτέρπομαι	rejoice or delight in
ἐπιτήδεος	ἐπιτήδειος	made for an end or purpose, fit
ἐπιτίμως	ἐπίτιμος	in possession of his rights and franchises
ἐπιτακτικῶς	ἐπιτακτικός	commanding, authoritative
ἐπιτελέως	ἐπιτελής	brought to an end, completed, accomplished
ἐπιτελέως	ἐπιτελειόω	complete
ἐπιτελεόω	ἐπιτελειόω	complete
ἐπιτερπῶς	ἐπιτερπής	pleasing, delightful
ἐπιτεσσαρακοστόπεμπτος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιτετηρημένως	ἐπιτηρέω	look out or watch for
ἐπιτετράφαται	ἐπιτρέπω	to turn to or towards
ἐπιτεχνάζομαι	ἐπιτεχνάζω	scheme against
ἐπιτηδέως	ἐπιτήδειος	made for an end or purpose, fit
ἐπιτιμητικῶς	ἐπιτιμητικός	censorious, critical
ἐπιτράπω	ἐπιτρέπω	to turn to or towards
ἐπιτρίτως	ἐπίτριτος	containing an integer and one-third
ἐπιτραπέω	ἐπιτέρπομαι	rejoice or delight in
ἐπιτραπέω	ἐπιτρέπω	to turn to or towards
ἐπιτριακοστένατος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιτριακοστοδεύτερος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιτριακοστοτέταρτος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιτριακοστόγδοος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιτριακοστόμονος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιτριακοστόπεμπτος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιτριακοστότριτος λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιτριακοστὸς λόγος	λόγος	computation, reckoning; account; reason; word
ἐπιτρόχως	ἐπίτροχος	running easily, easily inclined
ἐπιτυλίττω	ἐπιτυλίσσω	roll up
ἐπιτυχῶς	ἐπιτυχής	hitting the mark, successful
ἐπιτόμως	ἐπίτομος	cut off
ἐπιτύφω	ἐπιτύφομαι	to be burnt up
ἐπιφανῶς	ἐπιφανής	coming to light, coming suddenly into view, appearing
ἐπιφαρμάττω	ἐπιφαρμάσσω	apply medicine again to
ἐπιφράζομαι	ἐπιφράζω	say besides
ἐπιφωνηματικῶς	ἐπιφωνηματικός	of the nature of an
ἐπιφόρως	ἐπίφορος	carrying towards
ἐπιχάριτος	ἐπίχαρις	pleasing, charming
ἐπιχάριτται	ἐπιχαρίζομαι	make a present of
ἐπιχαρίττως	ἐπίχαρις	pleasing, charming
ἐπιχαυνόομαι	ἐπιχαυνόω	relax
ἐπιχείριον	ἐπιχειρέω	put one's hand to
ἐπιχειρίζομαι	ἐπιχειρίζω	set upon, attack
ἐπιχειρηματικῶς	ἐπιχειρηματικός	tentative
ἐπιχεῦαι	ἐπιχέω	pour over
ἐπιχοριαμϐικὸν μέτρον	μέτρον	that by which anything is measured
ἐπιχρώζω	ἐπιχρώννυμι	rub or smear over, colour on the surface, tinge
ἐπιχωρίως	ἐπιχώριος	in or of the country
ἐπιχύνω	ἐπιχέω	pour over
ἐπιψόγως	ἐπίψογος	exposed to blame, blameworthy
ἐπιόπτης	ἐποπτάω	roast besides or after
ἐπιόρκως	ἐπίορκος	sworn falsely
ἐπλάθην	πελάζω	approach, draw near
ἐπλάσθην	πλάσσω	form, mould
ἐπλήγην	πλήσσω	struck with terror or amazement
ἐπλήμην	πίμπλημι	fill
ἐποΐζω	ἐποίζω	lament over
ἐποδιάζω	ἐφοδιάζω	furnish with supplies for a journey
ἐποικτίρω	ἐποικτείρω	have compassion on
ἐπομνύω	ἐπόμνυμι	swear after, swear in accordance
ἐπονειδίστως	ἐπονείδιστος	to be reproached, disgraceful, shameful
ἐποποιϊκός	ἐποποιικός	of epic poetry
ἐπορμέω	ἐφορμάω	stir up, rouse against
ἐπορμέω	ἐφορμέω	lie moored at or over against
ἐπρίω	πρίαμαι	buy
ἐπτάμην	πέτομαι	fly
ἐπτόμην	πέτομαι	fly
ἐπυθόμην	πύθω	cause to rot
ἐπυθόμην	πυνθάνομαι	learn
ἐπωκέστερος	ἐπωκής	somewhat sharp or acid
ἐπωμίδιον	ἐπωμίδιος	on the shoulder
ἐπωνύμως	ἐπώνυμος	given as a significant name
ἐπωτίς	ἐπωτίδες	beams projecting like ears on each side of a ship's bows
ἐπωφελῶς	ἐπωφελής	helpful, useful
ἐπόδια	ἐφόδιον	supplies for travelling, money and provisions
ἐπᾴττω	ἐπαίσσω	rush at or upon
ἐπᾶλτο	ἐφάλλομαι	spring upon
ἐπῄνεον	ἐπαινέω	approve, applaud, commend
ἐπῆεν	ἔπειμι1	sum
ἐπῆκαν	ἐφίημι	send to
ἐπῆρσα	ἐπάρδω	irrigate
ἐπῆρσα	ἐπαραρίσκω	fit to or upon, fasten
ἐπῇξα	ἐπαίσσω	rush at or upon
ἐπῳδικῶς	ἐπῳδικός	of or for an
ἐπῶρσα	ἐπόρνυμι	stir up, arouse, excite
ἐρέομαι	ἔρομαι	ask, inquire
ἐρέομαι	ἐρέω	ask, inquire
ἐρέομαι	ἐρῶ	verbum
ἐρέσθαι	ἔρομαι	ask, inquire
ἐρέττω	ἐρέσσω	row
ἐρήμη	ἐρῆμος	desolate, lonely, solitary
ἐρήριμμαι	ἐρείπω	throw or dash down, tear down
ἐρήσομαι	ἔρομαι	ask, inquire
ἐρήσομαι	ἐρέω	ask, inquire
ἐρήτυθεν	ἐρητύω	restrain, check
ἐρίηρες	ἐρίηρος	faithful, trusty
ἐρίπνα	ἐρίπνη	broken cliff, crag
ἐρίπῃσι	ἐρείπω	throw or dash down, tear down
ἐρασσάμην	ῥάζω	snarl
ἐρασσάμην	ῥαίνω	sprinkle, besprinkle
ἐρατύοι	ἐρητύω	restrain, check
ἐργάτᾳ	ἐργάτης	workman, Hermes
ἐργαξῇ	ἐργάζομαι	work, labour
ἐργασίων	ἔργασις	perpetration
ἐργαστηριακοί	ἐργαστηριακός	practising a handicraft
ἐργατικῶς	ἐργατικός	like a workman
ἐργατοκυλίνδριος τόπος	τόπος	place, region
ἐργωδῶς	ἐργώδης	difficult, troublesome
ἐργᾷ	ἐργάζομαι	work, labour
ἐργῶμαι	ἐργάζομαι	work, labour
ἐρείομεν	ἐρέω	ask, inquire
ἐρείομεν	ῥέω	flow, run, stream, gush
ἐρεθίσδω	ἐρεθίζω	rouse to anger, rouse to fight
ἐρευθάλεος	ἐρευθαλέος	ruddy
ἐρημοφίλας	ἐρημοφίλης	loving solitude
ἐρηρέδαται	ἐρείδω	cause to lean, prop
ἐριγήθης	ῥιγέω	shudder or bristle
